Text,Target,Stance,Sentiment
"@MariaCuomoCole @JenSeniorNY With all Dr. Fauci's education, training &amp; research/medical experience, nothing has better prepared him for his role in trying to protect Americans from the coronavirus than having grown up in Brooklyn. Bc Dr. Fauci is #NYtough! It's all about being #NYstrong. 👊 #ThankYouDrFauci",fauci,FAVOR,pos
"#DrFauci claims he has been sidelined for speaking the truth about #COVID__19   @realDonaldTrump doesn’t want America to know the truth about his complete failure in handling #COVID19   Trump continues to ignore the doctors and scientists, &amp; wants to put our children in harms way",fauci,FAVOR,neg
"@vmsalama That is what is happening if you take it serious, listen to #DrFauci wear your mask! Keep everyone safe!!",fauci,FAVOR,pos
@kylegriffin1 @Politidope Then it’s not a real Coronavirus task force meeting without a real Dr there! #IStandWithFauci,fauci,FAVOR,neg
@wendywangmd @CDCDirector @CDCgov @DLBHATTMD @enricoferroMD @iamritu @CMichaelGibson @ACCinTouch @keaglemd @MassGenBrigham @WBUR @BostonGlobe @JAMA_current @ACPinternists Maybe we should have a #virtual mask fashion show with all the best models and sports heroes showing off their beautiful masks.  Your charts are beautiful.#MasksSaveLives #IStandWithFauci,fauci,FAVOR,pos
@Yamiche Thank you #DrFauci! I wish you could convince @vp and @realDonaldTrump of THEIR societal responsibilities! #COVID19  #TrumpIsUnfitForOffice  #GOPCowards #VoteBlueNoMatterWho2020,fauci,FAVOR,pos
"@LarryOConnor There are currently less than 3800 #coronavirus deaths in the USA...  It is, therefore, irresponsible for #DrFauci to say we can expect 100-200,000 DEATHS... It's absurd and appalling.  FULL stop.  #TrumpPressConference #COVID19 #Covid_19 #FauciFraud",fauci,AGAINST,neg
"@ChrisDAndrea @whpresscorps @cnn @MSNBC @PBS @ABC @CBS ASK ABOUT CHANGING THE STRATEGIC NATIONAL STOCKPILE WEBSITE!! Ask about 6,921 deaths going to &gt;100,000 before May 1st!!  Ask about #NationalLockdown to #DrFauci!! Get a STRAIGHT ANSWER!! #SaveLives #COVID19",fauci,AGAINST,other
@nytimes The projection of millions dead has YET to materialize. The goal post keeps getting MOVED. He was NEVER elected. Will he accept responsibility when Americans begin to REVOLT &amp; our country descends in CIVIL UNREST? Power is SEDUCTIVE aye #DrFauci? Why give it up? #Covid19 @POTUS,fauci,AGAINST,neg
@PalmerReport Where is #DrFauci  ???  #coronavirus,fauci,AGAINST,neg
@IngrahamAngle @HHS_ASH @SpoxHHS No reason for lock down #FireFauci,fauci,AGAINST,neg
"@PauleyTeeks Which start? In Jan Fauci said covid posed very little risk to US. Feb 26  calls travel restrictions ""irrelevant"". In March mocks usage of masks on 60 minutes saying they don't do anything.#ThankYouDrFauci",fauci,AGAINST,neg
@realDonaldTrump You should have followed Sweden's example instead of allowing Big Pharma and Fauci to play you for a fool. #FireFauci,fauci,AGAINST,neg
"Despite having the second highest desth rate of any state, Dr. Fuckup is now pointing to New York as a #COVID__19 response model.   He’s entirely political &amp; cannot be trusted.   #FireFauci",fauci,AGAINST,neg
"@DanaPerino Fauci should not dictate shutdown length! After 9/11, we reminded not to overreact by saying, “Don’t let the terrorists win.Nnow, by slamming the brakes on daily life, our actions are letting the coronavirus win. #FireFauci",fauci,AGAINST,other
Fauci the fraud! His opposition to Hydroxy killed thousands of people!  #FireFauci #ThankYouDrFauci,fauci,AGAINST,neg
"@MrsMud1928 @TeamJoe @JoeBiden @POTUS Sorry for your TDS.  You do realize thet Fauci in February told everyone Covid was no danger, that no mask was needed and to carry on as normal.#FauciTheFraud",fauci,AGAINST,other
@Animalsmatter9 Fauci is so clearly corrupt! #FireFauci,fauci,AGAINST,neg
@melissadderosa @NYGovCuomo @DrAnthonyF And trying to protect his job by solidifying his media adoration. #FireFauci,fauci,AGAINST,neg
@realDonaldTrump Do us all a favor: #FireFauci #FireFauciNow,fauci,AGAINST,neg
"@Rparkerscience @gatewaypundit Sweden NEVER locked down, mask use NEVER went above 14%, they continued to live normal lives and yet, #COVID19 is under control. #HerdImmunityIsTheSolution @realDonaldTrump @GOP @TheDemocrats @TheTeaPartyNet #FraudFauci",fauci,AGAINST,neg
"@Acosta Just like his job, he throws curve balls, getting no where close to over the plate!🤡 #FireFauci",fauci,AGAINST,neg
"So I guess masks are a good thing this week according to #DrFauci.  One week they help, the next week they don't.  For someone that's supposed to know what they're talking about, he seems pretty wishy washy.  What's your agenda this week #FakeFauci?",fauci,AGAINST,neg
@EpochTimes Fauci lied people died.  #FireFauci,fauci,AGAINST,neg
@RandPaul @GovRonDeSantis @NYGovCuomo Nope. @DrAnthonyF is enjoying the power he now has. Instead of helping he is doing nothing but circumventing the President and holding his own news conferences. He won't even question Cuomo's piss-poor actions/decision on NY nursing homes #firefauci,fauci,AGAINST,neg
"Fauci the fraud is trending because he's seen sitting in empty MLB bleachers with 2 other people, mask around his chin? #covidiots are out in force today...such a stretch to find something to pin on this #AmericanHero #IStandWithFauci",fauci,AGAINST,neg
@realDonaldTrump Please show Fauci the door. #FireFauci,fauci,AGAINST,neg
@realDonaldTrump DEMAND THAT FAUCI KEEP HIS MASK ON AT ALL COST!!!!!!!!!!!!!!!!!!!!!!!!!!!!   Or simply #FireFauciNow,fauci,AGAINST,neg
@marklevinshow And the death rate is down 90% since flu season is over.  Hmm. No comment Dr Fauci? #FireFauci,fauci,AGAINST,neg
@LFH254 @brianstelter I don't support Trump but Fauci and ethics don't belong in the same sentence. He has major conflicts of interest with #BigPharma #firefauci,fauci,AGAINST,neg
"A ""data model"" is only as good as the info you put in. Easily manipulated to determine a ""desired"" outcome. #Liberals love their models #climatechange #COVID19  #GarbageInGarageOut #DrFauci",fauci,AGAINST,neg
@DC_Draino His strike zone is off like every model and COVID projection he has been peddling as truth. #firefauci,fauci,AGAINST,neg
It is comical that the same type of 'experts' insisting snow would soon be a thing of antiquity for a few decades now because they told the computer models thats how they wanted it also did the same with #coronavirus eh? All bullshit! #DrFauci 🙄,fauci,AGAINST,neg
"Am I the only one who gets a weird vibe off of Dr. Anthony Fauci, of the White House Coronavirus Task Force? #JustWondering #JustAsking #DrFauci #DrAnthonyFauci #COVID19 #COVID19US #COVID19USA #COVID9 #Coronavirus #CoronavirusTaskForce #America #USA",fauci,AGAINST,neg
@Mike_Pence @WhiteHouse At lease #FauxFauci is not at the table.  #FireFauci,fauci,AGAINST,neg
"@X22Report Fraud Fauci is the ultimate elitist and hypocrite. So we're all supposed to ruin our health wearing masks and damage our psyches through social distancing,  but clearly these rules don't apply to you🤬🤬🤬 #fckfauci #plandemic #scamdemic2020 #Agenda21 #medicaltyranny #FireFauci",fauci,AGAINST,neg
"@realDonaldTrump Your ineptitude already killed 155,000 innocent Americans! STFU #TrumpVirus #FauciIsAHero",fauci,NONE,neg
@CNNPolitics I’d like to see Faux News admit they made an error and advise getting on board with wearing masks. Hannity and others took an early victory lap on states reopening briskly without proper safeguards. The data suggests otherwise. #VoteBlueToEndThisNightmare #FauciIsAHero,fauci,NONE,neg
@realDonaldTrump Stop the lockdown and declare all state   emergency orders over!! Save America #FireFauciNow,fauci,NONE,other
@MarcGiller @julie_kelly2 @BillKristol Sounds like Fauci...  #FireFauci,fauci,NONE,other
@nypost Took his mask off as the camera went off.. Fraud at best   #FireFauci,fauci,NONE,neg
@AynRandPaulRyan You drink too much fluoride and lack vital oxygen to your brain. Take off your mask and breathe. It may help you gain some common sense! 🤦🏻‍♀FireFauci,fauci,NONE,neg
"@realDonaldTrump What happened to ""You're fired!"" DO IT. It's what you were voted in to do. #FireFauci",fauci,NONE,neg
"@realDonaldTrump’s administration has failed in their response to the pandemic. Let’s not let them F up the vaccine, too. #JoeBiden2020 #Vote #IStandWithFauci",fauci,NONE,neg
"@TheSolariReport Oh btw, Gov. Lee, just mandated masks in Nashville. Vague, and how are they going to enforce with a flyer that explains. He caved to dem Health Dept.  Judy Mikovits, PHD in virology, would be laughing. #FauciFraud",fauci,NONE,neg
@PatriotGeorges @realDonaldTrump @JoeBiden Vaxx pushers. American's health not their priority.  #FireFauci,fauci,NONE,neg
@HuffPost Thought she was totally taken off guard by the question. He (or his puppet masters) clearly has a double standard. #FireFauci,fauci,NONE,neg
@dcexaminer @1SupremeGoddess Then he should be fired. #FireFauci,fauci,NONE,neg
@realDonaldTrump America sees right through you MORON #TrumpVirus2020 #FauciHero,fauci,NONE,neg
"@WildBil19258248 @JoeBiden Hello Comrade WildBill19258248, how is the weather in Siberia? I hear it is very hot. Has that killed the Coronavirus like Dear Leader  claims?  #TrumpVirus #CoronaDon #FauciIsAHero",fauci,NONE,neg
"@GovMikeDeWine @DrAmyActon A YEAR?? Hell no, .@DrAmyActon .@GovMikeDeWine!!  Stop letting grossly inaccurate models continue to infringe on our personal liberties &amp; Constitutional Rights!!  #CoronaVirus #14thAmendment .@Willie700WLW .@ROCKYBOIMAN50 #MAGA #WWG1WGA .@GOP .@realDonaldTrump #FireFauci",fauci,NONE,neg
@Scavino45 @parscale It took @realDonaldTrump 4 months to wear a mask!!! What a weak leadership...weak...weak...weak! @IvankaTrump @DonaldJTrumpJr @EricTrump #ScienceMatters #FauciHero,fauci,NONE,neg
"@va_shiva @MIT He isn’t ready for this type of challenge, he understands the systems approach and fears it because it will collapse his house of cards!  Hold him to the fire @va_shiva  #FireFauci",fauci,NONE,neg
"Question for you @realDonaldTrump @POTUS #DrFauci #DrBirx - Jeri Goldman stated she never contracted #COVID19 even though her husband, Carl, did. She stated that her O+ blood was sent for testing. Is there evidence that people with O+ blood are naturally immune to #COVID19?",fauci,NONE,other
"@TheHitman21 @adamfeuerstein @BostonGlobe I have been following, interacting with Adam since he was at TheStreet (~19 yrs). He is a very well respected, credible financial/healthcare journalist &amp; probably one of the most responsible that I know. #WearAMask #WearADamnMask #COVID19 #coronavirus #IStandWithFauci",fauci,NONE,pos
@realDonaldTrump how is the fight against  #COVID19 going? Or are you finally admiring that you take NO responsibility and so you decided to #STFUTrump and stay as the #BUNKERPRESIDENT . The people should still hear from experts and not you. #FauciHero,fauci,NONE,neg
"So if you have heart failure, kidney failure, etc, contract #COVID9 and die from your original ailment, you are counted as another #coronavirus victim.  And we think China is full of propaganda? #FireFauci",fauci,NONE,neg
So here’s a #mondaythoughts post quarantine we gonna throw a banger and Project X the whole world right?   #COVID19 #FireTrump #FireFauci,fauci,NONE,neg
"@mmeserve2 It’s way more corrupt and devious than stupid. It’s part of the campaign to distract from the fact that the administration owns all 4.4 Million confirmed cases of COVID-19 including that of and the 150,000 deaths and climbing. #COVID19 #MaskUp #FauciHero",fauci,NONE,neg
"@CBSNews Nooo.. That would be Double-Talk Tony who said it was 'Not a big deal.' Trump, followed his lead. So, yes, #FireFauci",fauci,NONE,neg
"@SenWarren asks #DrFauci: Is the country still ""moving in the right direction"" regarding #coronavirus? #Senate #Senatehearing #COVID19",fauci,NONE,other
@ChrisStoneTV @atrupar No he is not! He has said this on a few occasions that the problem with the testing was Obama's fault! Don't try to give this evil moron a pass! #Biden2020  #IStandWithFauci,fauci,NONE,neg
@PeteButtigieg Yes we do.  Ignore this Liberal Media BS just like the Liberal Media ignores that the #ChinaVirus cake from China! #Trump2020  #FauciTheFraud,fauci,NONE,neg
"The world is flat, dinosaurs never  existed and ‘science should not stand in the wayof schools reopening. #IStandWithFauci",fauci,NONE,neg
@w_terrence Needs to be fired #FireFauci,fauci,NONE,neg
@nepheshim @drsimonegold This needs criminal investigation especially that #HCQ is both preventive and a cure for #ChineseVirus  @DonaldJTrumpJr #WHO #Lancet #FauciTheFraud,fauci,NONE,neg
"If you wear a #facemask , we’ll have football season. If you wear a mask, we’ll have Christmas celebration. If you wear a mask, your children can safely go to school. If you wear a mask, the country will open. #COVID19 #IStandWithFauci",fauci,NONE,pos
"@ChrisCuomo I saw that Speaker Pelosi referred to COVID-19 as the “Trump Virus From where I sit, and considering the lack of action, I actually term it more as the Trumpdemic! #Trumpdemic #LetsGetAfterIt #IStandWithFauci",fauci,NONE,neg
@marcorubio The whole administration has been nothing but a bad disconnect. #TrumpFailedAmerica #AllRoadsLeadToPutin #TrumpGenocide #GOPCorruptionOverCountry #IStandWithFauci,fauci,NONE,neg
Trump: ''The cure can't be worse than the problem.''  Fact: Trump's Easter ''cure'' will make the problem WORSE...  #DrFauci #coronavirus #CoronavirusOutbreak #CoronaVirusUpdates #pandemic #COVID19 #COVID9 #Covid_19 #TrumpVirusCoverup #TrumpLiedPeopleDied #EasterMassacre,fauci,NONE,neg
"@seanhannity Bogus piece of bull crap, that is.   #WearADamnMask #WearTheDamnMask #COVIDIOT #FauciIsAHero",fauci,NONE,neg
"@ScoreSomeElli #DrFauci’s best guess was that the #tigers *did* get #coronavirus from contagious humans, but there’s no evidence that they have transmitted it back to humans. Also, the tigers tested positive, but idk if any of them got sick.",fauci,NONE,other
Not watching Trumps covid19 briefings he is not a scientist or medical doctor and his lies. Besides its only  a reelection show. He just CAN'T CARE.  Its not part of his make up.  #TrumpVirus #FauciIsAHero,fauci,NONE,neg
@realDonaldTrump Is this just what you do when you realize no one cares &amp; no one is paying attention to you? Yell-tweet your meaningless slogan into the void? How about doing something useful for a change? #WorstPresidentEver #tempertantrum #BLM #COVID19 #IStandWithFauci,fauci,NONE,neg
@seanmdav Now the dude is a friggin celebrity????  This has gone to his head.  His ego is out of control.  He wants to remain relevant to stay in the limelight.  This is all too obvious.   #FireFauci,fauci,NONE,neg
.Betsy DeVirus has no plan whatsoever to safely open schools in the fall.   😡😡😡 #IStandWithFauci,fauci,NONE,neg
"@realDonaldTrump @WSJ Stop worrying about other countriesnumbers, and get USA numbers down!!!  #testing is still an issue!  #LetFauciLead",fauci,NONE,neg
@IngrahamAngle @flyingchick747 It's because of the lockdown that we now have emerging cases we should have never locked down in the first place. #OpenAmericaUp #openschool  #FauciTheFraud,fauci,NONE,neg
"Trump in Rose Garden regarding #DrFauci's comments this morning regarding #ContactTracing, ""Well, I, I, I don't know. Look. I don't know. Hey John, I don't know what he said. Nobody knows.""  #COVID19 #Coronavirus",fauci,NONE,other
@MBOKSR_MAGA @IminHisbook @realDonaldTrump Haven't you noticed? He keeps them around long enough to ruin them. He's about done w/ #DrFauci. So you'smd rather have @JoeBiden? I'd rethink that strategy.  #COVID19 #CoronaVirus  #Trump #KAG #WWG1WGA,fauci,NONE,other
"@1972patriot @TommyBattle It’s also about keeping schools closed so the economy can’t fully recover  When/if schools ever open again, they’ll place ridiculous demands on students &amp; teachers alike &amp; that’ll put a tremendous strain on the system that can never be met  #Shamdemic #FireFauci",fauci,NONE,other
"There's a light at the end of this tunnel.  For some, it's a train. For the rest of us, it's freedom.  You know who you are.  Tick tock.  #COVID19 #ivermectin #FauciTheFraud",fauci,NONE,neg
Hospitals should be reporting #COVID19 data to the #CDC. What is #Trump and the #GOP doing? Follow scientists and health professionals for once. #GOPBetrayedAmerica #TrumpPandemic #ScienceIsReal #StandWithFauci,fauci,NONE,neg
